OrderID;Order_Date;Profit;Sales;State/Province;Customer_Segment;Customer_Name;City;Country;Order_Priority;Product_Category;Product_Container;Product_Sub-Category;Product_Name;Ship_Date;Ship_Mode;Discount;Order_Quantity;Product_Base_Margin;Shipping_Cost;Unit_Price
258;03/06/2016;-284,4;201,36;Rheinland-Pfalz;Home_Office;Liz_Willingham;Bendorf;Germany;Critical;Office_Supplies;Jumbo_Drum;Storage_&_Organization;Tennsco_Lockers,_Gray;04/06/2016;Delivery_Truck;0;7;0,78;53,03;20,98
258;03/06/2016;-91,14;154,35;Rheinland-Pfalz;Home_Office;Liz_Willingham;Bendorf;Germany;Critical;Office_Supplies;Small_Box;Paper;Xerox_1984;05/06/2016;Regular_Air;0;21;0,36;8,74;6,48
258;03/06/2016;-55,108;216,77;Rheinland-Pfalz;Home_Office;Liz_Willingham;Bendorf;Germany;Critical;Office_Supplies;Small_Box;Binders_and_Binder_Accessories;Wilson_Jones®_Four-Pocket_Poly_Binders;05/06/2016;Regular_Air;0,02;33;0,36;5,27;6,54
261;02/12/2015;1.680,79;5.677,61;Bayern;Small_Business;Sonia_Sunley;Fürth;Germany;Medium;Technology;Small_Box;Telephones_and_Communication;7160;03/12/2015;Regular_Air;0,04;47;0,59;4,2;140,99
263;20/10/2014;-136,252;136,77;Lombardia;Corporate;Paul_Lucas;Cesano_Maderno;Italy;High;Office_Supplies;Small_Box;Binders_and_Binder_Accessories;3M_Organizer_Strips;21/10/2014;Regular_Air;0,09;25;0,37;7,78;5,4
290;06/06/2014;-32,48;188,73;Rheinland-Pfalz;Home_Office;Dorris_Love;Mayen;Germany;Not_Specified;Office_Supplies;Wrap_Bag;Paper;"Rediform_Wirebound_""Phone_Memo""_Message_Book,_11_x_5-3/4";07/06/2014;Regular_Air;0,05;24;0,36;5,83;7,64
292;17/06/2017;175,54;412,62;Peloponnisos;Consumer;Valerie_Takahito;Kalamata;Greece;High;Office_Supplies;Small_Box;Envelopes;#6_3/4_Gummed_Flap_White_Envelopes;18/06/2017;Regular_Air;0,08;43;0,37;1,39;9,9
293;07/03/2018;457,81;10.123,02;Schleswig-Holstein;Consumer;Barry_French;Bad_Schwartau;Germany;High;Office_Supplies;Jumbo_Drum;Appliances;"1.7_Cubic_Foot_Compact_""Cube""_Office_Refrigerators";08/03/2018;Delivery_Truck;0,07;49;0,58;68,02;208,16
293;07/03/2018;46,7075;244,57;Schleswig-Holstein;Consumer;Barry_French;Bad_Schwartau;Germany;High;Office_Supplies;Small_Box;Binders_and_Binder_Accessories;Cardinal_Slant-D®_Ring_Binder,_Heavy_Gauge_Vinyl;09/03/2018;Regular_Air;0,01;27;0,39;2,99;8,69
294;19/12/2015;489,02;6.375,28;Schleswig-Holstein;Home_Office;Sanjit_Chand;Bad_Schwartau;Germany;Medium;Office_Supplies;Small_Box;Storage_&_Organization;Fellowes_Staxonsteel®_Drawer_Files;20/12/2015;Regular_Air;0,06;35;0,71;19,99;193,17
322;22/08/2017;257,76;2.634,86;Brandenburg;Corporate;Giulietta_Weimer;Bernau_bei_Berlin;Germany;Critical;Technology;Small_Box;Telephones_and_Communication;I888_World_Phone;24/08/2017;Regular_Air;0,08;20;0,6;8,08;155,99
322;22/08/2017;-291,59;281;Brandenburg;Corporate;Giulietta_Weimer;Bernau_bei_Berlin;Germany;Critical;Office_Supplies;Small_Box;Paper;Xerox_1997;24/08/2017;Regular_Air;0,1;46;0,37;10,05;6,48
323;29/08/2014;-31,24;55,34;Hessen;Small_Business;Dario_Medina;Rodgau;Germany;Critical;Office_Supplies;Small_Box;Paper;Xerox_1964;31/08/2014;Regular_Air;0,06;2;0,39;11,54;22,84
323;29/08/2014;25,76;108,09;Hessen;Small_Business;Dario_Medina;Rodgau;Germany;Critical;Office_Supplies;Small_Box;Envelopes;Staples_Standard_Envelopes;31/08/2014;Regular_Air;0,07;20;0,38;1,39;5,68
324;23/08/2017;667,332;3.872,63;Dytiki_Ellada;Small_Business;Frank_Gastineau;Náfpaktos;Greece;Critical;Technology;Medium_Box;Telephones_and_Communication;VTech_VT20-2481_2.4GHz_Two-Line_Phone_System_w/Answering_Machine;25/08/2017;Regular_Air;0,02;25;0,57;13,99;179,99
325;22/03/2016;-178,706;884,1275;Lombardia;Corporate;Craig_Yedwab;Treviglio;Italy;Low;Technology;Small_Box;Telephones_and_Communication;282;26/03/2016;Regular_Air;0,06;9;0,56;4,23;115,99
326;07/11/2016;-44,137;218,27;Emilia-Romagna;Consumer;Michelle_Tran;Cervia;Italy;High;Office_Supplies;Small_Box;Binders_and_Binder_Accessories;DXL™_Angle-View_Binders_with_Locking_Rings,_Black;08/11/2016;Regular_Air;0,03;34;0,38;4,92;5,99
326;07/11/2016;-21,3;100,95;Emilia-Romagna;Consumer;Michelle_Tran;Cervia;Italy;High;Office_Supplies;Wrap_Bag;Rubber_Bands;Advantus_Push_Pins,_Aluminum_Head;08/11/2016;Regular_Air;0,05;17;0,54;3,37;5,81
353;05/06/2016;3,88;46,94;Lazio;Home_Office;Dean_Percer;Ceccano;Italy;Low;Office_Supplies;Wrap_Bag;Pens_&_Art_Supplies;Quartet_Alpha®_White_Chalk,_12/Pack;05/09/2016;Regular_Air;0,02;21;0,38;1;2,21
355;17/11/2014;-172,546;1.239,63;Bayern;Small_Business;Henry_MacAllister;Bad_Neustadt_an_der_Saale;Germany;Low;Technology;Wrap_Bag;Telephones_and_Communication;Accessory4;22/11/2014;Regular_Air;0;16;0,85;0,99;85,99
358;23/02/2016;269,27;1.235,87;Hessen;Corporate;Ricardo_Block;Nidderau;Germany;High;Technology;Small_Pack;Computer_Peripherals;80_Minute_CD-R_Spindle,_100/Pack_-_Staples;23/02/2016;Regular_Air;0,07;33;0,54;1,99;39,48
358;23/02/2016;-1.348,06;1.640,90;Hessen;Corporate;Ricardo_Block;Nidderau;Germany;High;Furniture;Jumbo_Box;Bookcases;O'Sullivan_2-Shelf_Heavy-Duty_Bookcases;25/02/2016;Delivery_Truck;0,02;33;0,69;54,11;48,58
359;24/05/2015;-500,38;3.659,66;Hessen;Corporate;Cari_Sayre;Mühlheim_am_Main;Germany;Medium;Furniture;Jumbo_Box;Tables;Bevis_36_x_72_Conference_Tables;25/05/2015;Delivery_Truck;0,08;30;0,63;51,94;124,49
384;06/08/2017;-1.820,84;7.666,04;Saarland;Corporate;Sonia_Cooley;Illingen;Germany;Low;Furniture;Jumbo_Box;Tables;BPI_Conference_Tables;13/08/2017;Delivery_Truck;0,02;50;0,71;80,2;146,05
386;30/06/2016;-1,59;15,69;Emilia-Romagna;Corporate;Tracy_Poddar;Cervia;Italy;High;Office_Supplies;Wrap_Bag;Pens_&_Art_Supplies;Avery_Hi-Liter_Pen_Style_Six-Color_Fluorescent_Set;02/07/2016;Regular_Air;0,09;4;0,44;0,7;3,85
386;30/06/2016;-0,03;14,96;Emilia-Romagna;Corporate;Tracy_Poddar;Cervia;Italy;High;Office_Supplies;Small_Box;Labels;Avery_501;02/07/2016;Regular_Air;0,02;4;0,38;0,5;3,69
388;21/05/2018;-94,73;517,93;Campania;Home_Office;Jennifer_Halladay;Qualiano;Italy;Not_Specified;Office_Supplies;Medium_Box;Appliances;Harmony_HEPA_Quiet_Air_Purifiers;24/05/2018;Regular_Air;0,06;46;0,5;6,96;11,7
416;02/03/2016;88,524;1.156,67;Kentriki_Makedonia;Consumer;Stuart_Calhoun;Serres;Greece;Low;Technology;Small_Box;Telephones_and_Communication;5190;07/03/2016;Express_Air;0,01;20;0,59;7,69;65,99
417;12/07/2014;8.734,88;15.260,78;Sardegna;Small_Business;Robert_Barroso;Nuoro;Italy;Medium;Technology;Jumbo_Drum;Office_Machines;Hewlett-Packard_cp1700_[D,_PS]_Series_Color_Inkjet_Printers;13/07/2014;Delivery_Truck;0,07;39;0,38;28,14;500,98
417;12/07/2014;-170,98;540,41;Sardegna;Small_Business;Robert_Barroso;Nuoro;Italy;Medium;Office_Supplies;Small_Box;Storage_&_Organization;Hot_File®_7-Pocket,_Floor_Stand;14/07/2014;Regular_Air;0,1;3;0,55;19,99;178,47
420;04/04/2017;-20,69;43,29;Lombardia;Small_Business;Tony_Sayre;Viadana;Italy;Not_Specified;Office_Supplies;Small_Box;Paper;Xerox_190;04/04/2017;Regular_Air;0,09;8;0,38;4,86;4,98
420;04/04/2017;-14,56;41,7;Lombardia;Small_Business;Tony_Sayre;Viadana;Italy;Not_Specified;Office_Supplies;Small_Box;Paper;Xerox_1950;06/04/2017;Regular_Air;0,03;6;0,36;5,37;5,78
448;24/01/2017;-284,625;1.162,40;Umbria;Corporate;Brad_Thomas;Marsciano;Italy;Medium;Technology;Small_Box;Telephones_and_Communication;iDENi80s;26/01/2017;Regular_Air;0,09;22;0,59;19,99;65,99
449;23/12/2016;-48,97;356,7;Anatoliki_Makedonia_kai_Thraki;Corporate;Candace_McMahon;Xánthi;Greece;High;Furniture;Small_Box;Office_Furnishings;Eldon®_Expressions™_Wood_Desk_Accessories,_Oak;25/12/2016;Regular_Air;0,02;45;0,56;5,21;7,38
450;08/08/2016;109,33;1.000,78;Nordrhein-Westfalen;Consumer;Matt_Collins;Heinsberg;Germany;Not_Specified;Office_Supplies;Small_Pack;Pens_&_Art_Supplies;Panasonic_KP-350BK_Electric_Pencil_Sharpener_with_Auto_Stop;09/08/2016;Express_Air;0,05;29;0,56;8,99;34,58
450;08/08/2016;-211,13;543,72;Nordrhein-Westfalen;Consumer;Matt_Collins;Heinsberg;Germany;Not_Specified;Office_Supplies;Small_Box;Storage_&_Organization;Hanging_Personal_Folder_File;10/08/2016;Regular_Air;0,05;35;0,6;11,25;15,7
454;31/05/2017;56,22;234,2;Attiki;Small_Business;Darrin_Martin;Ellinikón;Greece;Low;Office_Supplies;Wrap_Bag;Rubber_Bands;Staples_Bulk_Pack_Metal_Binder_Clips;02/06/2017;Regular_Air;0,09;42;0,35;1,82;6,08
481;13/03/2018;1.426,26;4.509,38;Apulia;Home_Office;Art_Foster;Monopoli;Italy;High;Technology;Small_Box;Telephones_and_Communication;636;15/03/2018;Regular_Air;0,01;44;0,57;5,26;115,99
483;14/12/2016;1.198,97;4.965,76;Nordrhein-Westfalen;Corporate;Clay_Rozendal;Willich;Germany;High;Technology;Small_Box;Telephones_and_Communication;R380;16/12/2016;Regular_Air;0,08;30;0,58;3,99;195,99
487;21/01/2018;-18,96;210,4;Emilia-Romagna;Corporate;Valerie_Dominguez;Argenta;Italy;Critical;Office_Supplies;Small_Box;Appliances;Belkin_6_Outlet_Metallic_Surge_Strip;22/01/2018;Regular_Air;0,07;19;0,59;4,5;10,89
512;23/10/2016;19,18;1.309,53;Lazio;Home_Office;Sam_Craven;Grottaferrata;Italy;Low;Furniture;Large_Box;Chairs_&_Chairmats;Lifetime_Advantage™_Folding_Chairs,_4/Carton;23/10/2016;Regular_Air;0,06;6;0,57;18,06;218,08
512;23/10/2016;-166,4;806,37;Lazio;Home_Office;Sam_Craven;Grottaferrata;Italy;Low;Office_Supplies;Small_Box;Storage_&_Organization;Decoflex_Hanging_Personal_Folder_File,_Blue;25/10/2016;Express_Air;0,01;48;0,58;10,68;15,42
513;04/10/2016;-684,57;5.437,92;Bayern;Home_Office;Arthur_Prichep;Bayreuth;Germany;High;Furniture;Jumbo_Drum;Chairs_&_Chairmats;Global_Leather_&_Oak_Executive_Chair,_Burgundy;04/10/2016;Delivery_Truck;0;33;0,77;60,2;150,89
515;01/02/2016;30,94;394,27;Attiki;Consumer;Carlos_Soltero;Víron;Greece;Not_Specified;Office_Supplies;Medium_Box;Appliances;Holmes_HEPA_Air_Purifier;03/02/2016;Regular_Air;0,08;19;0,5;5,94;21,78
515;01/02/2016;4,43;146,69;Attiki;Consumer;Carlos_Soltero;Víron;Greece;Not_Specified;Furniture;Small_Pack;Office_Furnishings;G.E._Longer-Life_Indoor_Recessed_Floodlight_Bulbs;03/02/2016;Regular_Air;0,05;21;0,37;4,95;6,64
548;24/02/2015;-50,64;202,95;Mecklenburg-Vorpommern;Home_Office;Sung_Chung;Ribnitz-Damgarten;Germany;Critical;Office_Supplies;Small_Box;Paper;Xerox_1976;25/02/2015;Regular_Air;0,02;29;0,37;5,9;6,48
548;24/02/2015;36,02;129,49;Mecklenburg-Vorpommern;Home_Office;Sung_Chung;Ribnitz-Damgarten;Germany;Critical;Office_Supplies;Small_Box;Labels;Avery_481;25/02/2015;Regular_Air;0,04;41;0,37;0,99;3,08
548;24/02/2015;510,489;2.753,19;Mecklenburg-Vorpommern;Home_Office;Sung_Chung;Ribnitz-Damgarten;Germany;Critical;Technology;Small_Box;Telephones_and_Communication;V3682;26/02/2015;Regular_Air;0,04;26;0,59;4,2;125,99
549;16/12/2017;-911,56;1.150,88;Attiki;Consumer;Ken_Brennan;Kifisiá;Greece;Critical;Office_Supplies;Large_Box;Storage_&_Organization;Eldon_Base_for_stackable_storage_shelf,_platinum;16/12/2017;Express_Air;0,05;30;0,8;35;38,94
549;16/12/2017;-27,57;40,75;Attiki;Consumer;Ken_Brennan;Kifisiá;Greece;Critical;Office_Supplies;Small_Box;Paper;Xerox_1984;17/12/2017;Regular_Air;0,05;5;0,36;8,74;6,48
549;16/12/2017;-59,75;70,24;Attiki;Consumer;Ken_Brennan;Kifisiá;Greece;Critical;Office_Supplies;Small_Box;Paper;Xerox_1922;17/12/2017;Regular_Air;0,03;13;0,36;7,44;4,98
610;05/01/2017;-29,21;283,65;Bayern;Home_Office;Joe_Elijah;Bad_Neustadt_an_der_Saale;Germany;Critical;Office_Supplies;Small_Box;Paper;Xerox_195;07/01/2017;Express_Air;0,02;38;0,37;5,41;6,68
611;02/07/2015;-131,27;840,04;Bayern;Home_Office;Arthur_Prichep;Bayreuth;Germany;Critical;Office_Supplies;Small_Box;Storage_&_Organization;Portfile®_Personal_File_Boxes;04/07/2015;Regular_Air;0,04;47;0,59;9,47;17,7
612;26/03/2018;-166,29;262,87;Sachsen-Anhalt;Corporate;Sheri_Gordon;Wernigerode;Germany;Medium;Office_Supplies;Small_Box;Paper;Xerox_1928;28/03/2018;Regular_Air;0,1;50;0,4;6,26;5,28
612;26/03/2018;881,676;2.531,09;Sachsen-Anhalt;Corporate;Sheri_Gordon;Wernigerode;Germany;Medium;Technology;Small_Box;Telephones_and_Communication;6190;28/03/2018;Regular_Air;0,01;43;0,55;2,5;65,99
613;21/11/2016;-54,0385;93,54;Schleswig-Holstein;Corporate;Carl_Jackson;Bad_Schwartau;Germany;High;Office_Supplies;Small_Box;Binders_and_Binder_Accessories;Angle-D_Binders_with_Locking_Rings,_Label_Holders;21/11/2016;Regular_Air;0,03;12;0,38;7,72;7,3
613;21/11/2016;127,7;905,08;Schleswig-Holstein;Corporate;Carl_Jackson;Bad_Schwartau;Germany;High;Office_Supplies;Small_Box;Storage_&_Organization;SAFCO_Mobile_Desk_Side_File,_Wire_Frame;22/11/2016;Regular_Air;0,09;22;0,59;6,22;42,76
614;06/05/2018;-633,68;3.366,10;Attiki;Corporate;Dave_Hallsten;Nea_Liosia;Greece;High;Furniture;Jumbo_Box;Tables;Balt_Split_Level_Computer_Training_Table;07/05/2018;Delivery_Truck;0,07;24;0,74;52,42;138,75
614;06/05/2018;163,81;628,22;Attiki;Corporate;Dave_Hallsten;Nea_Liosia;Greece;High;Furniture;Small_Pack;Office_Furnishings;Nu-Dell_Leatherette_Frames;08/05/2018;Regular_Air;0;41;0,49;5;14,34
640;28/06/2015;-1.153,90;4.913,69;Sicily;Consumer;Tamara_Chand;Aci_Castello;Italy;High;Furniture;Jumbo_Box;Bookcases;O'Sullivan_Living_Dimensions_2-Shelf_Bookcases;29/06/2015;Delivery_Truck;0,02;39;0,75;58,64;120,98
640;28/06/2015;29,42;464,77;Sicily;Consumer;Tamara_Chand;Aci_Castello;Italy;High;Office_Supplies;Small_Box;Paper;Xerox_1939;29/06/2015;Regular_Air;0,01;24;0,37;9,54;18,97
643;28/08/2016;-695,26;2.781,82;Calabria;Corporate;Monica_Federle;Acri;Italy;High;Office_Supplies;Large_Box;Storage_&_Organization;SAFCO_Commercial_Wire_Shelving,_Black;29/08/2016;Express_Air;0,07;21;0,85;35;138,14
644;04/10/2017;-171,92;1.679,58;Nordrhein-Westfalen;Corporate;Bill_Eplett;Büren;Germany;Critical;Furniture;Jumbo_Drum;Chairs_&_Chairmats;Hon_4070_Series_Pagoda™_Round_Back_Stacking_Chairs;05/10/2017;Delivery_Truck;0,01;5;0,57;58,95;320,98
645;08/05/2015;89,4455;557,85;Schleswig-Holstein;Consumer;Harold_Engle;Bad_Schwartau;Germany;High;Office_Supplies;Small_Box;Binders_and_Binder_Accessories;GBC_Binding_covers;10/05/2015;Regular_Air;0,05;42;0,4;4,98;12,95
